,name,hp,types,weaknesses,rarity,nationalPokedexNumbers,resistances,damage,energyCost,evolution
1875,Darkrai-EX,180.0,['Darkness'],['Fighting'],Rare Holo EX,491,['Psychic'],90,3,Basic
1876,Zorua,50.0,['Darkness'],['Fighting'],Common,570,['Psychic'],20,2,Basic
1877,Zoroark,100.0,['Darkness'],['Fighting'],Rare Holo,571,['Psychic'],20,2,Stage 1
1878,Cobalion,120.0,['Metal'],['Fire'],Rare Holo,638,['Psychic'],80,3,Basic
1879,Altaria,80.0,['Dragon'],['Dragon'],Uncommon,334,['None'],40,3,Stage 1
1880,Rayquaza,120.0,['Dragon'],['Dragon'],Rare Holo,384,['None'],90,3,Basic
1881,Gible,50.0,['Dragon'],['Dragon'],Common,443,['None'],20,2,Basic
1882,Gabite,80.0,['Dragon'],['Dragon'],Uncommon,444,['None'],40,2,Stage 1
1883,Garchomp,140.0,['Dragon'],['Dragon'],Rare Holo,445,['None'],100,2,Stage 2
1884,Deino,60.0,['Dragon'],['Dragon'],Common,633,['None'],30,2,Basic
1885,Zweilous,80.0,['Dragon'],['Dragon'],Uncommon,634,['None'],80,3,Stage 1
1886,Hydreigon,150.0,['Dragon'],['Dragon'],Rare Holo,635,['None'],140,4,Stage 2
1887,Black Kyurem-EX,180.0,['Dragon'],['Dragon'],Rare Holo EX,646,['None'],150,4,Basic
1888,White Kyurem-EX,180.0,['Dragon'],['Dragon'],Rare Holo EX,646,['None'],150,4,Basic
1889,Lugia-EX,180.0,['Colorless'],['Lightning'],Rare Holo EX,249,['Fighting'],120,4,Basic
1890,Swablu,40.0,['Colorless'],['Lightning'],Common,333,['Fighting'],10,2,Basic
1891,Minccino,60.0,['Colorless'],['Fighting'],Common,572,['None'],20,2,Basic
1892,Cinccino,90.0,['Colorless'],['Fighting'],Rare Holo,573,['None'],50,3,Stage 1
1893,Druddigon,100.0,['Colorless'],['None'],Uncommon,621,['None'],60,3,Basic
1894,Bouffalant,100.0,['Colorless'],['Fighting'],Uncommon,626,['None'],80,4,Basic
1895,Tornadus,110.0,['Colorless'],['Lightning'],Rare Holo,641,['Fighting'],80,3,Basic
1901,Reshiram,130.0,['Fire'],['Water'],Rare Secret,643,['None'],120,3,Basic
1902,Zekrom,130.0,['Lightning'],['Fighting'],Rare Secret,644,['None'],120,3,Basic
1903,Snivy,50.0,['Grass'],['Fire'],Common,495,['None'],30,3,Basic
1904,Servine,80.0,['Grass'],['Fire'],Common,496,['None'],40,3,Stage 1
1905,Serperior,140.0,['Grass'],['Fire'],Uncommon,497,['None'],80,3,Stage 2
1906,Growlithe,80.0,['Fire'],['Water'],Uncommon,58,['None'],40,3,Basic
1907,Torchic,60.0,['Fire'],['Water'],Common,255,['None'],20,2,Basic
1908,Piplup,60.0,['Water'],['Lightning'],Uncommon,393,['None'],20,2,Basic
1909,Pikachu,60.0,['Lightning'],['Fighting'],Uncommon,25,['None'],20,2,Basic
1910,Ralts,40.0,['Psychic'],['Psychic'],Common,280,['None'],20,2,Basic
1911,Kirlia,70.0,['Psychic'],['Psychic'],Common,281,['None'],20,2,Stage 1
1912,Gardevoir,120.0,['Psychic'],['Psychic'],Uncommon,282,['None'],40,2,Stage 2
1913,Meloetta-EX,110.0,['Psychic'],['Psychic'],Rare,648,['None'],30,3,Basic
1914,Stunfisk,90.0,['Fighting'],['Water'],Uncommon,618,['Lightning'],70,3,Basic
1915,Purrloin,50.0,['Darkness'],['Fighting'],Uncommon,509,['Psychic'],0,1,Basic
1916,Eevee,60.0,['Colorless'],['Fighting'],Uncommon,133,['None'],20,1,Basic
1917,Teddiursa,60.0,['Colorless'],['Fighting'],Common,216,['None'],20,2,Basic
1918,Ursaring,130.0,['Colorless'],['Fighting'],Common,217,['None'],50,4,Stage 1
1919,Audino,80.0,['Colorless'],['Fighting'],Common,531,['None'],30,3,Basic
1920,Minccino,60.0,['Colorless'],['Fighting'],Common,572,['None'],10,1,Basic
1921,Cinccino,90.0,['Colorless'],['Fighting'],Uncommon,573,['None'],50,3,Stage 1
1923,Shaymin-EX,110.0,['Grass'],['Fire'],Rare Ultra,492,['Fighting'],30,2,Basic
1924,Reshiram,130.0,['Fire'],['Water'],Rare Ultra,643,['None'],120,3,Basic
1925,Emolga,70.0,['Lightning'],['Lightning'],Rare Ultra,587,['Fighting'],20,1,Basic
1926,Mew-EX,120.0,['Psychic'],['Psychic'],Rare Ultra,151,['None'],0,1,Basic
1927,Meloetta-EX,110.0,['Psychic'],['Psychic'],Rare Ultra,648,['None'],30,3,Basic
1928,Snivy,60.0,['Grass'],['Fire'],Promo,495,['Water'],20,2,Basic
1929,Tepig,70.0,['Fire'],['Water'],Promo,498,['None'],30,2,Basic
1930,Oshawott,60.0,['Water'],['Lightning'],Promo,501,['None'],20,2,Basic
1931,Reshiram,130.0,['Fire'],['Water'],Promo,643,['None'],120,3,Basic
1932,Zekrom,130.0,['Lightning'],['Fighting'],Promo,644,['None'],120,3,Basic
1933,Snivy,60.0,['Grass'],['Fire'],Promo,495,['Water'],20,2,Basic
1934,Tepig,60.0,['Fire'],['Water'],Promo,498,['None'],10,2,Basic
1935,Oshawott,60.0,['Water'],['Lightning'],Promo,501,['None'],30,2,Basic
1936,Zoroark,100.0,['Darkness'],['Fighting'],Promo,571,['Psychic'],0,2,Stage 1
1937,Axew,50.0,['Colorless'],['None'],Promo,610,['None'],50,2,Basic
1938,Pansage,60.0,['Grass'],['Fire'],Promo,511,['Water'],10,2,Basic
1939,Zorua,60.0,['Darkness'],['Fighting'],Promo,570,['Psychic'],20,2,Basic
1940,Minccino,50.0,['Colorless'],['Fighting'],Promo,572,['None'],20,2,Basic
1941,Pansage,60.0,['Grass'],['Fire'],Promo,511,['Water'],10,2,Basic
1942,Pidove,50.0,['Colorless'],['Lightning'],Promo,519,['Fighting'],20,2,Basic
1943,Axew,50.0,['Colorless'],['None'],Promo,610,['None'],50,2,Basic
1944,Ducklett,60.0,['Water'],['Lightning'],Promo,580,['Fighting'],10,1,Basic
1945,Darumaka,60.0,['Fire'],['Water'],Promo,554,['None'],20,2,Basic
1946,Zoroark,100.0,['Darkness'],['Fighting'],Promo,571,['Psychic'],60,3,Stage 1
1947,Serperior,130.0,['Grass'],['Fire'],Promo,497,['Water'],60,2,Stage 2
1948,Emboar,150.0,['Fire'],['Water'],Promo,500,['None'],80,4,Stage 2
1949,Samurott,140.0,['Water'],['Lightning'],Promo,503,['None'],70,3,Stage 2
1950,Reshiram,130.0,['Fire'],['Water'],Promo,643,['None'],120,3,Basic
1951,Zekrom,130.0,['Lightning'],['Fighting'],Promo,644,['None'],120,3,Basic
1952,Scraggy,50.0,['Darkness'],['Fighting'],Promo,559,['Psychic'],30,3,Basic
1953,Axew,50.0,['Colorless'],['None'],Promo,610,['None'],20,2,Basic
1954,Litwick,50.0,['Psychic'],['Darkness'],Promo,607,['None'],20,2,Basic
1959,Victini,60.0,['Fire'],['Water'],Promo,494,['None'],30,2,Basic
1960,Riolu,60.0,['Fighting'],['Psychic'],Promo,447,['None'],30,2,Basic
1961,Luxio,80.0,['Lightning'],['Fighting'],Promo,404,['None'],10,1,Stage 1
1962,Meowth,60.0,['Colorless'],['Fighting'],Promo,52,['None'],20,2,Basic
1963,Reshiram-EX,180.0,['Fire'],['Water'],Promo,643,['None'],150,4,Basic
1964,Kyurem-EX,180.0,['Water'],['Metal'],Promo,646,['None'],120,4,Basic
1965,Zekrom-EX,180.0,['Lightning'],['Fighting'],Promo,644,['None'],150,4,Basic
1967,Volcarona,110.0,['Fire'],['Water'],Promo,637,['None'],70,3,Stage 1
1968,Thundurus,110.0,['Lightning'],['Fighting'],Promo,642,['None'],80,3,Basic
1969,Tornadus,110.0,['Colorless'],['Lightning'],Promo,641,['Fighting'],80,3,Basic
1970,Landorus,110.0,['Fighting'],['Water'],Promo,645,['Lightning'],80,3,Basic
1971,Kyurem,130.0,['Water'],['Metal'],Promo,646,['None'],20,2,Basic
1972,Mewtwo-EX,170.0,['Psychic'],['Psychic'],Promo,150,['None'],120,3,Basic
1973,Darkrai-EX,180.0,['Darkness'],['Fighting'],Promo,491,['Psychic'],90,3,Basic
1974,Rayquaza-EX,170.0,['Dragon'],['Dragon'],Promo,384,['None'],60,2,Basic
1975,Altaria,70.0,['Dragon'],['Dragon'],Promo,334,['None'],40,3,Stage 1
1976,Lilligant,90.0,['Grass'],['Fire'],Promo,549,['Water'],30,2,Stage 1
1978,Crobat,130.0,['Psychic'],['Lightning'],Promo,169,['Fighting'],40,3,Stage 2
1979,Lillipup,50.0,['Colorless'],['Fighting'],Promo,506,['None'],10,2,Basic
1980,Flygon,140.0,['Dragon'],['Dragon'],Promo,330,['None'],80,4,Stage 2
1981,Pikachu,60.0,['Lightning'],['Fighting'],Promo,25,['None'],50,3,Basic
1982,Elgyem,60.0,['Psychic'],['Psychic'],Promo,605,['None'],10,2,Basic
1983,Empoleon,140.0,['Water'],['Lightning'],Promo,395,['None'],70,3,Stage 2
1984,Haxorus,140.0,['Dragon'],['Dragon'],Promo,612,['None'],90,3,Stage 2
1985,Black Kyurem,130.0,['Dragon'],['Dragon'],Promo,646,['None'],100,4,Basic
1986,White Kyurem,130.0,['Dragon'],['Dragon'],Promo,646,['None'],80,4,Basic
1987,Keldeo,90.0,['Water'],['Grass'],Promo,647,['None'],60,3,Basic
1988,Keldeo-EX,170.0,['Water'],['Grass'],Promo,647,['None'],50,3,Basic
1989,Black Kyurem-EX,180.0,['Dragon'],['Dragon'],Promo,646,['None'],150,4,Basic
1990,White Kyurem-EX,180.0,['Dragon'],['Dragon'],Promo,646,['None'],150,4,Basic
1991,Drifblim,100.0,['Psychic'],['Darkness'],Promo,426,['None'],50,1,Stage 1
1992,Jigglypuff,60.0,['Colorless'],['Fighting'],Promo,39,['None'],10,1,Basic
1993,Ninetales,90.0,['Fire'],['Water'],Promo,38,['None'],20,1,Stage 1
1994,Ampharos,140.0,['Lightning'],['Fighting'],Promo,181,['None'],60,3,Stage 2
1995,Meloetta,80.0,['Psychic'],['Psychic'],Promo,648,['None'],50,3,Basic
1996,Meloetta,80.0,['Fighting'],['Psychic'],Promo,648,['None'],40,3,Basic
1997,Virizion,100.0,['Grass'],['Fire'],Promo,640,['Water'],50,3,Basic
1998,Terrakion,130.0,['Fighting'],['Grass'],Promo,639,['None'],80,4,Basic
1999,Cobalion,120.0,['Metal'],['Fire'],Promo,638,['Psychic'],60,3,Basic
2000,Darkrai,110.0,['Darkness'],['Fighting'],Promo,491,['Psychic'],90,4,Basic
2001,Giratina,130.0,['Psychic'],['Darkness'],Promo,487,['None'],90,4,Basic
2002,Metagross,140.0,['Psychic'],['Psychic'],Promo,376,['None'],60,4,Stage 2
2003,Electrode,100.0,['Lightning'],['Fighting'],Promo,101,['None'],100,3,Stage 1
2004,Pikachu,60.0,['Lightning'],['Fighting'],Promo,25,['None'],30,3,Basic
2005,Raichu,100.0,['Lightning'],['Fighting'],Promo,26,['None'],90,3,Stage 1
2006,Landorus,110.0,['Fighting'],['Water'],Promo,645,['Lightning'],90,4,Basic
2007,Druddigon,100.0,['Dragon'],['Dragon'],Promo,621,['None'],60,3,Basic
2008,Thundurus-EX,170.0,['Lightning'],['Fighting'],Promo,642,['None'],90,4,Basic
2009,Deoxys-EX,170.0,['Psychic'],['Psychic'],Promo,386,['None'],30,2,Basic
2010,Lugia-EX,180.0,['Colorless'],['Lightning'],Promo,249,['Fighting'],120,4,Basic
2011,Porygon-Z,130.0,['Colorless'],['Fighting'],Promo,474,['None'],50,3,Stage 2
2012,Lucario,100.0,['Fighting'],['Psychic'],Promo,448,['None'],60,3,Stage 1
2013,Genesect,100.0,['Grass'],['Fire'],Promo,649,['None'],60,4,Basic
2014,Leafeon,90.0,['Grass'],['Fire'],Promo,470,['Water'],40,2,Stage 1
2015,Flareon,90.0,['Fire'],['Water'],Promo,136,['None'],60,3,Stage 1
2016,Vaporeon,110.0,['Water'],['Lightning'],Promo,134,['None'],60,3,Stage 1
2017,Glaceon,90.0,['Water'],['Metal'],Promo,471,['None'],40,2,Stage 1
2018,Jolteon,90.0,['Lightning'],['Fighting'],Promo,135,['None'],40,3,Stage 1
2019,Espeon,90.0,['Psychic'],['Psychic'],Promo,196,['None'],60,3,Stage 1
2020,Umbreon,100.0,['Darkness'],['Fighting'],Promo,197,['Psychic'],80,3,Stage 1
2021,Eevee,60.0,['Colorless'],['Fighting'],Promo,133,['None'],10,2,Basic
2023,Tornadus-EX,170.0,['Colorless'],['Lightning'],Promo,641,['Fighting'],100,3,Basic
2024,Eevee,60.0,['Colorless'],['Fighting'],Promo,133,['None'],10,2,Basic
2025,Mew,60.0,['Psychic'],['Psychic'],Promo,151,['None'],0,1,Basic
2026,Genesect,110.0,['Grass'],['Fire'],Promo,649,['None'],100,3,Basic
2028,Genesect,110.0,['Grass'],['Fire'],Promo,649,['None'],100,3,Basic
2029,Ho-Oh,130.0,['Fire'],['Lightning'],Rare,250,['Fighting'],120,3,Basic
2030,Reshiram,130.0,['Fire'],['Water'],Rare,643,['None'],80,3,Basic
2031,Kyogre,130.0,['Water'],['Lightning'],Rare,382,['None'],120,4,Basic
2032,Palkia,130.0,['Water'],['Lightning'],Rare,484,['None'],80,3,Basic
2033,Pikachu,60.0,['Lightning'],['Fighting'],Rare Holo,25,['None'],30,2,Basic
2034,Flying Pikachu V,190.0,['Lightning'],['Lightning'],V,25,['Fighting'],120,3,Basic
2035,Flying Pikachu VMAX,310.0,['Lightning'],['Lightning'],VM,25,['Fighting'],160,3,VMAX
2036,Surfing Pikachu V,200.0,['Lightning'],['Fighting'],V,25,['None'],150,3,Basic
2037,Surfing Pikachu VMAX,310.0,['Lightning'],['Fighting'],VM,25,['None'],160,3,VMAX
2038,Zekrom,130.0,['Lightning'],['Fighting'],Rare,644,['None'],80,3,Basic
2039,Mew,60.0,['Psychic'],['Darkness'],Rare Holo,151,['Fighting'],30,2,Basic
2040,Xerneas,120.0,['Psychic'],['Metal'],Rare,716,['None'],100,3,Basic
2041,Cosmog,60.0,['Psychic'],['Darkness'],Rare,789,['Fighting'],0,1,Basic
2042,Cosmoem,90.0,['Psychic'],['Darkness'],Rare,790,['Fighting'],0,1,Stage 1
2043,Lunala,160.0,['Psychic'],['Darkness'],Rare Holo,792,['Fighting'],130,3,Stage 2
2044,Zacian V,220.0,['Psychic'],['Metal'],V,888,['None'],60,3,V
2045,Groudon,130.0,['Fighting'],['Grass'],Rare,383,['None'],120,4,Basic
2046,Zamazenta V,220.0,['Fighting'],['Psychic'],V,889,['None'],150,3,V
2047,Yveltal,120.0,['Darkness'],['Lightning'],Rare,717,['Fighting'],100,3,Basic
2048,Dialga,130.0,['Metal'],['Fire'],Rare,483,['Grass'],60,3,Basic
2049,Solgaleo,170.0,['Metal'],['Fire'],Rare Holo,791,['Grass'],100,2,Stage 2
2050,Lugia,130.0,['Colorless'],['Lightning'],Rare,249,['Fighting'],160,4,Basic
2053,Mew,60.0,['Psychic'],['Darkness'],Rare Holo,151,['Fighting'],30,2,Basic
2054,Blastoise,100.0,['Water'],['Lightning'],Classic Collection,9,['None'],40,3,Stage 2
2055,Charizard,120.0,['Fire'],['Water'],Classic Collection,6,['Fighting'],100,4,Stage 2
2056,Venusaur,100.0,['Grass'],['Fire'],Classic Collection,3,['None'],60,4,Stage 2
2058,Rocketâs Zapdos,70.0,['Lightning'],['None'],Classic Collection,145,['Fighting'],70,4,Basic
2059,Claydol,80.0,['Fighting'],['Grass'],Classic Collection,344,['None'],40,2,Stage 1
2061,Dark Gyarados,70.0,['Water'],['Grass'],Classic Collection,130,['Fighting'],30,3,Stage 1
2062,_____âs Pikachu,50.0,['Lightning'],['Fighting'],Classic Collection,25,['None'],30,2,Basic
2063,Cleffa,30.0,['Colorless'],['None'],Classic Collection,173,['None'],0,1,Baby
2064,Shining Magikarp,30.0,['Water'],['Lightning'],Classic Collection,129,['None'],0,1,Basic
2065,Team Magmaâs Groudon,100.0,"['Fighting', 'Darkness']",['Grass'],Classic Collection,383,['None'],50,3,Basic
2067,Mew ex,90.0,['Psychic'],['Psychic'],Classic Collection,151,['None'],0,2,EX
2068,Gardevoir ex,150.0,['Fire'],['Psychic'],Classic Collection,282,['None'],80,3,Stage 2
2069,Umbreon â,70.0,['Darkness'],['Fighting'],Classic Collection,197,['Psychic'],0,2,Basic
2070,Luxray GL LV.X,110.0,['Lightning'],['Fighting'],Classic Collection,405,['Metal'],60,2,Level-Up
2071,Garchomp C LV.X,110.0,['Colorless'],['Colorless'],Classic Collection,445,['None'],0,3,Level-Up
2072,Donphan,120.0,['Fighting'],['Water'],Classic Collection,232,['Lightning'],90,3,Stage 1
2073,Reshiram,130.0,['Fire'],['Water'],Classic Collection,643,['None'],120,3,Basic
2074,Zekrom,130.0,['Lightning'],['Fighting'],Classic Collection,644,['None'],120,3,Basic
2075,Mewtwo-EX,170.0,['Psychic'],['Psychic'],Classic Collection,150,['None'],120,3,EX
2076,Xerneas-EX,170.0,['Fairy'],['Metal'],Classic Collection,716,['Darkness'],140,4,EX
2077,M Rayquaza-EX,220.0,['Colorless'],['Lightning'],Classic Collection,384,['Fighting'],30,3,MEGA
2078,Tapu Lele-GX,170.0,['Psychic'],['None'],Classic Collection,786,['None'],20,2,GX
2079,Clefable,80.0,['Colorless'],['Fighting'],Rare Holo,36,['None'],40,2,Stage 1
2080,Deoxys,80.0,['Psychic'],['Psychic'],Rare Holo,386,['None'],60,3,Basic
2081,Dialga,100.0,['Metal'],['Fire'],Rare Holo,483,['Psychic'],70,4,Basic
2082,Espeon,90.0,['Psychic'],['Psychic'],Rare Holo,196,['None'],30,2,Stage 1
2083,Forretress,90.0,['Metal'],['Fire'],Rare Holo,205,['Psychic'],30,3,Stage 1
2084,Groudon,100.0,['Fighting'],['Grass'],Rare Holo,383,['None'],80,4,Basic
2085,Gyarados,130.0,['Water'],['Lightning'],Rare Holo,130,['Fighting'],80,4,Stage 1
2086,Hitmontop,60.0,['Fighting'],['Psychic'],Rare Holo,237,['None'],60,3,Basic
2087,Ho-Oh,100.0,['Fire'],['Water'],Rare Holo,250,['Fighting'],100,5,Basic
2088,Houndoom,90.0,['Darkness'],['Fighting'],Rare Holo,229,['Psychic'],50,2,Stage 1
2089,Jirachi,60.0,['Psychic'],['Psychic'],Rare Holo,385,['None'],0,1,Basic
2090,Kyogre,100.0,['Water'],['Lightning'],Rare Holo,382,['None'],0,4,Basic
2091,Leafeon,90.0,['Grass'],['Fire'],Rare Holo,470,['Water'],50,1,Stage 1
2092,Lucario,90.0,['Fighting'],['Psychic'],Rare Holo,448,['None'],70,3,Stage 1
2093,Lugia,100.0,['Water'],['Lightning'],Rare Holo,249,['Fighting'],80,5,Basic
2094,Magmortar,110.0,['Fire'],['Water'],Rare Holo,467,['None'],100,4,Stage 1
2095,Ninetales,90.0,['Fire'],['Water'],Rare Holo,38,['None'],60,3,Stage 1
2096,Pachirisu,60.0,['Lightning'],['Fighting'],Rare Holo,417,['Metal'],50,2,Basic
2097,Palkia,100.0,['Water'],['Lightning'],Rare Holo,484,['None'],60,4,Basic
2098,Rayquaza,100.0,['Colorless'],['Colorless'],Rare Holo,384,['Fighting'],100,4,Basic
2099,Smeargle,70.0,['Colorless'],['Fighting'],Rare Holo,235,['None'],20,2,Basic
2100,Umbreon,90.0,['Darkness'],['Fighting'],Rare Holo,197,['Psychic'],30,2,Stage 1
2101,Ampharos,120.0,['Lightning'],['Fighting'],Rare,181,['Metal'],80,3,Stage 2
2102,Cleffa,30.0,['Colorless'],['None'],Rare,173,['None'],0,0,Basic
2103,Feraligatr,130.0,['Water'],['Grass'],Rare,160,['None'],80,4,Stage 2
2104,Granbull,90.0,['Colorless'],['Fighting'],Rare,210,['None'],50,2,Stage 1
2105,Meganium,130.0,['Grass'],['Fire'],Rare,154,['Water'],60,3,Stage 2
2106,Mismagius,80.0,['Psychic'],['Darkness'],Rare,429,['Colorless'],30,2,Stage 1
2107,Mr. Mime,70.0,['Psychic'],['Psychic'],Rare,122,['None'],10,2,Basic
2108,Pidgeot,120.0,['Colorless'],['Lightning'],Rare,18,['Fighting'],40,3,Stage 2
2109,Skarmory,80.0,['Metal'],['Fire'],Rare,227,['Psychic'],40,3,Basic
2110,Slowking,80.0,['Psychic'],['Psychic'],Rare,199,['None'],30,2,Stage 1
2111,Snorlax,100.0,['Colorless'],['Fighting'],Rare,143,['None'],80,4,Basic
2112,Tangrowth,110.0,['Grass'],['Fire'],Rare,465,['Water'],30,3,Stage 1
2113,Typhlosion,130.0,['Fire'],['Water'],Rare,157,['None'],120,3,Stage 2
2114,Tyrogue,30.0,['Fighting'],['None'],Rare,236,['None'],30,0,Basic
2115,Ursaring,100.0,['Colorless'],['Fighting'],Rare,217,['None'],50,3,Stage 1
2116,Weezing,90.0,['Psychic'],['Psychic'],Rare,110,['None'],90,2,Stage 1
2117,Zangoose,80.0,['Colorless'],['Fighting'],Rare,335,['None'],30,3,Basic
2118,Bayleef,90.0,['Grass'],['Fire'],Uncommon,153,['Water'],50,3,Stage 1
2119,Croconaw,80.0,['Water'],['Grass'],Uncommon,159,['None'],50,3,Stage 1
2120,Donphan,100.0,['Fighting'],['Water'],Uncommon,232,['Lightning'],70,4,Stage 1
2121,Flaaffy,80.0,['Lightning'],['Fighting'],Uncommon,180,['Metal'],40,3,Stage 1
2122,Flareon,90.0,['Fire'],['Water'],Uncommon,136,['None'],90,3,Stage 1
2123,Jolteon,80.0,['Lightning'],['Fighting'],Uncommon,135,['Metal'],70,3,Stage 1
2124,Magby,30.0,['Fire'],['None'],Uncommon,240,['None'],0,0,Basic
2125,Mime Jr.,30.0,['Psychic'],['None'],Uncommon,439,['None'],0,0,Basic
2126,Pidgeotto,80.0,['Colorless'],['Lightning'],Uncommon,17,['Fighting'],30,3,Stage 1
2127,Quilava,80.0,['Fire'],['Water'],Uncommon,156,['None'],60,3,Stage 1
2128,Riolu,50.0,['Fighting'],['Psychic'],Uncommon,447,['None'],20,1,Basic
2129,Seviper,90.0,['Psychic'],['Psychic'],Uncommon,336,['None'],20,2,Basic
2130,Vaporeon,90.0,['Water'],['Lightning'],Uncommon,134,['None'],20,1,Stage 1
2131,Chikorita,50.0,['Grass'],['Fire'],Common,152,['Water'],30,2,Basic
2132,Clefairy,50.0,['Colorless'],['Fighting'],Common,35,['None'],10,1,Basic
2133,Cyndaquil,40.0,['Fire'],['Water'],Common,155,['None'],20,1,Basic
2134,Eevee,50.0,['Colorless'],['Fighting'],Common,133,['None'],20,2,Basic
2135,Hitmonchan,70.0,['Fighting'],['Psychic'],Common,107,['None'],30,2,Basic
2136,Hitmonlee,80.0,['Fighting'],['Psychic'],Common,106,['None'],60,3,Basic
2137,Houndour,50.0,['Darkness'],['Fighting'],Common,228,['Psychic'],10,1,Basic
2138,Koffing,50.0,['Psychic'],['Psychic'],Common,109,['None'],20,2,Basic
2139,Magikarp,30.0,['Water'],['Lightning'],Common,129,['None'],10,1,Basic
2140,Magmar,70.0,['Fire'],['Water'],Common,126,['None'],20,2,Basic
2141,Mareep,40.0,['Lightning'],['Fighting'],Common,179,['Metal'],10,1,Basic
2142,Mawile,60.0,['Metal'],['Fire'],Common,303,['Psychic'],30,3,Basic
2143,Misdreavus,60.0,['Psychic'],['Darkness'],Common,200,['Colorless'],10,1,Basic
2144,Phanpy,60.0,['Fighting'],['Water'],Common,231,['Lightning'],20,2,Basic
2145,Pidgey,50.0,['Colorless'],['Lightning'],Common,16,['Fighting'],10,1,Basic
2146,Pineco,60.0,['Grass'],['Fire'],Common,204,['None'],40,2,Basic
2147,Relicanth,80.0,['Water'],['Grass'],Common,369,['None'],30,3,Basic
2148,Slowpoke,60.0,['Water'],['Lightning'],Common,79,['None'],20,1,Basic
2149,Snubbull,50.0,['Colorless'],['Fighting'],Common,209,['None'],20,2,Basic
2150,Tangela,70.0,['Grass'],['Fire'],Common,114,['Water'],30,3,Basic
2151,Teddiursa,50.0,['Colorless'],['Fighting'],Common,216,['None'],0,1,Basic
2152,Totodile,60.0,['Water'],['Lightning'],Common,158,['None'],30,3,Basic
2153,Vulpix,50.0,['Fire'],['Water'],Common,37,['None'],30,2,Basic
2174,Deoxys,80.0,['Psychic'],['Psychic'],Rare Holo,386,['None'],60,3,Basic
2175,Dialga,100.0,['Metal'],['Fire'],Rare Holo,483,['Psychic'],70,4,Basic
2176,Entei,90.0,['Fire'],['Water'],Rare Holo,244,['None'],70,3,Basic
2177,Groudon,100.0,['Fighting'],['Grass'],Rare Holo,383,['None'],80,4,Basic
2178,Ho-Oh,100.0,['Fire'],['Water'],Rare Holo,250,['Fighting'],100,5,Basic
2179,Kyogre,100.0,['Water'],['Lightning'],Rare Holo,382,['None'],0,4,Basic
2180,Lugia,100.0,['Water'],['Lightning'],Rare Holo,249,['Fighting'],80,5,Basic
2181,Palkia,100.0,['Water'],['Lightning'],Rare Holo,484,['None'],60,4,Basic
2182,Raikou,90.0,['Lightning'],['Fighting'],Rare Holo,243,['Metal'],70,3,Basic
2183,Rayquaza,100.0,['Colorless'],['Colorless'],Rare Holo,384,['Fighting'],100,4,Basic
2184,Suicune,90.0,['Water'],['Lightning'],Rare Holo,245,['None'],0,3,Basic
2185,Team Magma's Numel,70.0,['Fire'],['Water'],Common,322,['None'],30,2,Basic
2186,Team Magma's Camerupt,110.0,['Fire'],['Water'],Rare Holo,323,['None'],60,3,Stage 1
2187,Team Aqua's Spheal,60.0,['Water'],['Metal'],Common,363,['None'],10,1,Basic
2188,Team Aqua's Sealeo,90.0,['Water'],['Metal'],Common,364,['None'],60,3,Stage 1
2189,Team Aqua's Walrein,140.0,['Water'],['Metal'],Rare Holo,365,['None'],30,1,Stage 2
2190,Team Aqua's Kyogre-EX,190.0,['Water'],['Grass'],Rare Ultra,382,['None'],80,4,Basic
2191,Team Aqua's Grimer,70.0,['Psychic'],['Psychic'],Common,88,['None'],30,3,Basic
2192,Team Aqua's Muk,110.0,['Psychic'],['Psychic'],Rare Holo,89,['None'],60,3,Stage 1
2193,Team Aqua's Seviper,90.0,['Psychic'],['Psychic'],Common,336,['None'],30,2,Basic
2194,Team Magma's Baltoy,50.0,['Psychic'],['Psychic'],Common,343,['None'],0,2,Basic
2195,Team Magma's Claydol,90.0,['Psychic'],['Psychic'],Rare Holo,344,['None'],70,3,Stage 1
2196,Team Magma's Aron,60.0,['Fighting'],['Grass'],Common,304,['None'],10,1,Basic
2197,Team Magma's Lairon,90.0,['Fighting'],['Grass'],Common,305,['None'],60,3,Stage 1
2198,Team Magma's Aggron,140.0,['Fighting'],['Grass'],Rare Holo,306,['None'],120,4,Stage 2
2199,Team Magma's Groudon-EX,190.0,['Fighting'],['Grass'],Rare Ultra,383,['None'],80,4,Basic
2200,Team Aqua's Poochyena,60.0,['Darkness'],['Fighting'],Common,261,['Psychic'],20,2,Basic
2201,Team Magma's Poochyena,60.0,['Darkness'],['Fighting'],Common,261,['Psychic'],20,2,Basic
2202,Team Aqua's Mightyena,100.0,['Darkness'],['Fighting'],Common,262,['Psychic'],80,3,Stage 1
